"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"24 OCT2012",1.2942,103.3300,1.2100,0.80830,8.6558,7.4592,7.4350,1.2807,1.2526,1.5887,0.8423,"_",24.9730,280.8900,4.1357,"_","_","_",0.6963,4.5765,1.9558,69.6690,2.3365,3.4528,10.0304,1.5832,11.3602,1428.4800,8.0858,7.5640,12437.7400,3.9619,53.6130,40.6250,39.7580,16.7825,2.6213
"25 OCT2012",1.2993,104.1500,1.2097,0.80490,8.6883,7.4588,7.4615,1.2884,1.2510,1.5775,0.8438,"_",24.9010,279.7200,4.1400,"_","_","_",0.6961,4.5660,1.9558,69.6100,2.3369,3.4528,10.0701,1.5845,11.3116,1425.3700,8.1102,7.5530,12482.8600,3.9545,53.5880,40.5850,39.8760,16.8077,2.6345
"26 OCT2012",1.2908,103.1500,1.2090,0.80120,8.6730,7.4592,7.4675,1.2865,1.2486,1.5740,0.8405,"_",24.9000,281.9900,4.1503,"_","_","_",0.6962,4.5598,1.9558,69.3590,2.3288,3.4528,10.0041,1.5774,11.2745,1416.9000,8.0661,7.5380,12448.8200,3.9435,53.3920,40.6150,39.6790,16.8304,2.6148
"29 OCT2012",1.2898,102.6900,1.2087,0.80455,8.6219,7.4597,7.4520,1.2895,1.2455,1.5717,0.8399,"_",25.0210,285.1300,4.1489,"_","_","_",0.6961,4.5486,1.9558,69.7590,2.3237,3.4528,9.9963,1.5754,11.2009,1416.1300,8.0530,7.5375,12389.9700,3.9487,53.2190,40.5871,39.6360,16.8290,2.6169
"30 OCT2012",1.2962,103.0000,1.2085,0.80620,8.6155,7.4597,7.4380,1.2961,1.2489,1.5765,0.8427,"_",25.0220,284.5800,4.1305,"_","_","_",0.6961,4.5403,1.9558,69.9510,2.3307,3.4528,10.0457,1.5808,11.1852,1414.7100,8.0884,7.5295,12463.1100,3.9560,53.3840,40.6450,39.7800,16.9152,2.6334
"31 OCT2012",1.2993,103.7800,1.2076,0.80645,8.6000,7.4598,7.3855,1.3005,1.2528,1.5810,0.8434,"_",25.0640,284.0500,4.1390,"_","_","_",0.6962,4.5420,1.9558,69.9200,2.3312,3.4528,10.0697,1.5853,11.2692,1417.1800,8.1041,7.5270,12481.5600,3.9597,53.5270,40.7049,39.8760,16.9685,2.6389
"01 NOV2012",1.2975,103.8200,1.2072,0.80315,8.6398,7.4597,7.3705,1.2969,1.2491,1.5685,0.8431,"_",25.2260,282.2200,4.1270,"_","_","_",0.6962,4.5340,1.9558,69.6820,2.3251,3.4528,10.0557,1.5830,11.2351,1416.0700,8.0970,7.5230,12485.3200,3.9600,53.4870,40.6714,39.8460,16.9402,2.6352
"02 NOV2012",1.2850,103.5500,1.2073,0.80160,8.5955,7.4596,7.3305,1.2783,1.2374,1.5533,0.8375,"_",25.2320,281.4200,4.1088,"_","_","_",0.6962,4.5275,1.9558,69.1470,2.2975,3.4528,9.9589,1.5707,11.1572,1402.5800,8.0205,7.5295,12368.1000,3.9237,52.8970,40.3150,39.5140,16.6645,2.6106
"05 NOV2012",1.2777,102.6000,1.2063,0.79990,8.5690,7.4589,7.3425,1.2732,1.2338,1.5515,0.8356,"_",25.2340,282.5800,4.1226,"_","_","_",0.6962,4.5240,1.9558,69.7720,2.2793,3.4528,9.9024,1.5659,11.1668,1396.3300,7.9820,7.5250,12297.6700,3.9142,52.7480,40.4824,39.3790,16.6796,2.5999
"06 NOV2012",1.2800,102.6000,1.2075,0.80095,8.5721,7.4602,7.3220,1.2722,1.2263,1.5451,0.8367,"_",25.3050,281.8000,4.1210,"_","_","_",0.6963,4.5190,1.9558,69.6770,2.2741,3.4528,9.9203,1.5661,11.1490,1396.1600,8.0166,7.5325,12312.9300,3.9219,52.8010,40.3057,39.3730,16.6568,2.6033
"07 NOV2012",1.2746,102.1100,1.2065,0.79840,8.5547,7.4594,7.3195,1.2662,1.2228,1.5403,0.8327,"_",25.3950,282.1000,4.1131,"_","_","_",0.6963,4.5163,1.9558,69.1020,2.2713,3.4528,9.8788,1.5586,11.0253,1384.3400,7.9770,7.5375,12251.9400,3.8917,52.1830,40.0973,39.1170,16.5991,2.5911
"08 NOV2012",1.2736,101.7400,1.2058,0.79655,8.5105,7.4591,7.3020,1.2690,1.2230,1.5591,0.8337,"_",25.4230,284.5700,4.1645,"_","_","_",0.6960,4.5203,1.9558,69.2390,2.2730,3.4528,9.8719,1.5593,11.0940,1388.0500,7.9698,7.5375,12263.0200,3.9017,52.4130,40.1530,39.1000,16.6548,2.5918
"09 NOV2012",1.2694,100.4400,1.2054,0.79725,8.5745,7.4579,7.3015,1.2730,1.2251,1.5622,0.8310,"_",25.3960,284.4000,4.1714,"_","_","_",0.6962,4.5287,1.9558,69.5440,2.2760,3.4528,9.8391,1.5563,11.1168,1382.4200,7.9277,7.5330,12221.9600,3.8903,52.2750,40.1422,38.9070,16.7982,2.6145
"12 NOV2012",1.2735,101.1300,1.2057,0.80200,8.5809,7.4577,7.3030,1.2725,1.2200,1.5591,0.8344,"_",25.3660,283.6000,4.1706,"_","_","_",0.6963,4.5293,1.9558,69.8830,2.2900,3.4528,9.8704,1.5572,11.0900,1386.2800,7.9333,7.5300,12243.8600,3.9017,52.2720,40.2398,39.0200,16.7975,2.6053
"13 NOV2012",1.2696,100.9300,1.2046,0.79965,8.6077,7.4572,7.3260,1.2709,1.2187,1.5544,0.8317,"_",25.4450,284.3600,4.1785,"_","_","_",0.6962,4.5375,1.9558,69.7900,2.2885,3.4528,9.8399,1.5539,11.1705,1384.3500,7.9116,7.5363,12223.9000,3.8970,52.1810,40.3600,38.9510,16.8062,2.6186
"14 NOV2012",1.2726,102.0000,1.2040,0.80260,8.6260,7.4581,7.3220,1.2741,1.2217,1.5658,0.8338,"_",25.5000,285.0600,4.1775,"_","_","_",0.6961,4.5430,1.9558,69.7500,2.2965,3.4528,9.8634,1.5549,11.2764,1380.8500,7.9222,7.5370,12249.5200,3.8914,52.3720,40.3450,39.0820,16.8079,2.6280
"15 NOV2012",1.2756,103.6600,1.2042,0.80545,8.6480,7.4587,7.3595,1.2782,1.2350,1.5727,0.8365,"_",25.5660,284.2800,4.1600,"_","_","_",0.6961,4.5383,1.9558,69.7560,2.2982,3.4528,9.8876,1.5622,11.4333,1388.0900,7.9520,7.5375,12276.2100,3.9097,52.6300,40.3848,39.1860,16.9170,2.6332
"16 NOV2012",1.2745,103.4400,1.2042,0.80245,8.6493,7.4585,7.3695,1.2753,1.2337,1.5739,0.8364,"_",25.5340,284.1800,4.1615,"_","_","_",0.6963,4.5333,1.9558,70.3210,2.2944,3.4528,9.8803,1.5638,11.2927,1390.8100,7.9471,7.5375,12272.5200,3.9127,52.7280,40.4368,39.1910,16.8339,2.6391
"19 NOV2012",1.2762,103.6000,1.2045,0.80320,8.6419,7.4584,7.3715,1.2744,1.2283,1.5621,0.8363,"_",25.4180,283.4200,4.1458,"_","_","_",0.6961,4.5363,1.9558,70.2740,2.3007,3.4528,9.8930,1.5632,11.2874,1386.9100,7.9569,7.5415,12288.3600,3.9101,52.4890,40.3100,39.2050,16.7125,2.6494
"20 NOV2012",1.2809,104.3900,1.2049,0.80465,8.6463,7.4582,7.3350,1.2755,1.2331,1.5684,0.8387,"_",25.3990,281.5600,4.1278,"_","_","_",0.6961,4.5370,1.9558,70.5710,2.3016,3.4528,9.9290,1.5683,11.3448,1388.0100,7.9837,7.5497,12343.7300,3.9169,52.7660,40.1774,39.2850,16.7542,2.6648
"21 NOV2012",1.2805,105.4900,1.2041,0.80370,8.6220,7.4574,7.3260,1.2774,1.2358,1.5741,0.8394,"_",25.4840,281.2700,4.1249,"_","_","_",0.6961,4.5345,1.9558,70.5750,2.3097,3.4528,9.9249,1.5691,11.4849,1387.0500,7.9800,7.5600,12337.1400,3.9190,52.7160,39.9872,39.3110,16.6777,2.6784
"22 NOV2012",1.2893,106.4200,1.2045,0.80770,8.6065,7.4577,7.3250,1.2841,1.2420,1.5809,0.8394,"_",25.4220,279.0600,4.1092,"_","_","_",0.6962,4.5323,1.9558,71.0958,2.3194,3.4528,9.9934,1.5795,11.5363,1399.7600,8.0349,7.5535,12423.8500,3.9465,53.0120,40.1520,39.5820,16.7523,2.6959
"23 NOV2012",1.2909,106.1900,1.2050,0.81010,8.5879,7.4579,7.3290,1.2865,1.2393,1.5760,0.8394,"_",25.3390,280.4900,4.1192,"_","_","_",0.6961,4.5373,1.9558,71.6902,2.3201,3.4528,10.0049,1.5802,11.4758,1402.6100,8.0406,7.5580,12422.8100,3.9485,53.0480,40.1967,39.6310,16.7933,2.7263
"26 NOV2012",1.2964,106.4700,1.2046,0.80995,8.5763,7.4580,7.3370,1.2884,1.2416,1.5770,0.8453,"_",25.2930,281.8300,4.1032,"_","_","_",0.6963,4.5276,1.9558,72.1120,2.3270,3.4528,10.0472,1.5851,11.5072,1408.2200,8.0707,7.5625,12472.6600,3.9605,53.1460,40.2110,39.7740,16.8255,2.6932
"27 NOV2012",1.2961,106.4600,1.2043,0.80810,8.6420,7.4581,7.3575,1.2846,1.2372,1.5743,0.8453,"_",25.3040,280.0600,4.0905,"_","_","_",0.6963,4.5050,1.9558,71.7520,2.3240,3.4528,10.0449,1.5832,11.4140,1406.9200,8.0647,7.5525,12444.3400,3.9492,52.9080,40.1510,39.7640,16.8137,2.6878
"28 NOV2012",1.2891,105.4400,1.2033,0.80687,8.6174,7.4592,7.3415,1.2823,1.2339,1.5710,0.8423,"_",25.2650,281.1000,4.1076,"_","_","_",0.6965,4.5156,1.9558,71.5000,2.3101,3.4528,9.9908,1.5775,11.4339,1403.2500,8.0260,7.5505,12403.2500,3.9351,52.6950,40.1530,39.6140,16.8552,2.6947
"29 NOV2012",1.2994,106.7200,1.2043,0.81053,8.6371,7.4604,7.3500,1.2886,1.2432,1.5763,0.8468,"_",25.2260,279.3000,4.0968,"_","_","_",0.6962,4.5100,1.9558,71.2400,2.3241,3.4528,10.0704,1.5857,11.4055,1407.5300,8.0917,7.5391,12490.3100,3.9569,53.0010,40.0600,39.9050,16.8116,2.7264
"30 NOV2012",1.2986,107.3700,1.2054,0.81080,8.6625,7.4600,7.3760,1.2904,1.2474,1.5865,0.8461,"_",25.2620,281.0300,4.1052,"_","_","_",0.6962,4.5148,1.9558,70.6760,2.3213,3.4528,10.0643,1.5859,11.4717,1406.3100,8.0899,7.5385,12470.8900,3.9475,52.9890,40.1786,39.8670,16.7648,2.7391
"03 DIC2012",1.3057,107.3600,1.2087,0.81210,8.6558,7.4602,7.3490,1.2964,1.2517,1.5891,0.8498,"_",25.2560,281.8900,4.1116,"_","_","_",0.6963,4.5234,1.9558,71.5220,2.3329,3.4528,10.1193,1.5911,11.5385,1413.9400,8.1328,7.5320,12534.8900,3.9727,53.4450,40.3751,40.0200,16.8362,2.7477
"04 DIC2012",1.3092,107.2800,1.2136,0.81230,8.6265,7.4604,7.3465,1.3013,1.2497,1.5866,0.8502,"_",25.2430,282.3900,4.1291,"_","_","_",0.6964,4.5343,1.9558,71.5710,2.3367,3.4528,10.1463,1.5941,11.5504,1419.2500,8.1506,7.5265,12580.9300,3.9830,53.4490,40.3515,40.1790,16.9802,2.7575
"05 DIC2012",1.3065,107.3100,1.2128,0.81190,8.6510,7.4599,7.3560,1.2960,1.2483,1.5826,0.8487,"_",25.2180,282.6200,4.1198,"_","_","_",0.6965,4.5445,1.9558,71.2780,2.3350,3.4528,10.1255,1.5921,11.4554,1414.0700,8.1395,7.5200,12582.0100,3.9735,53.3780,40.2670,40.0830,16.9098,2.7511
"06 DIC2012",1.3072,107.6600,1.2114,0.81135,8.6294,7.4592,7.3360,1.2961,1.2456,1.5693,0.8498,"_",25.1950,283.4800,4.1340,"_","_","_",0.6963,4.5418,1.9558,70.7690,2.3388,3.4528,10.1308,1.5936,11.4205,1417.2100,8.1439,7.5320,12591.7900,3.9845,53.5250,40.3332,40.0790,16.8684,2.7199
"07 DIC2012",1.2905,106.1900,1.2077,0.80610,8.6180,7.4590,7.3305,1.2806,1.2318,1.5506,0.8425,"_",25.2080,283.9600,4.1312,"_","_","_",0.6964,4.5385,1.9558,70.3000,2.3118,3.4528,10.0015,1.5757,11.2242,1397.6700,8.0358,7.5238,12417.9800,3.9434,52.8760,39.9503,39.5930,16.6145,2.6860
"10 DIC2012",1.2930,106.2300,1.2068,0.80440,8.6336,7.4591,7.3250,1.2761,1.2318,1.5501,0.8443,"_",25.2450,283.5100,4.1235,"_","_","_",0.6963,4.5375,1.9558,70.4750,2.3167,3.4528,10.0208,1.5795,11.2365,1394.6600,8.0684,7.5263,12452.8000,3.9583,52.9080,39.7440,39.6300,16.5673,2.6877
"11 DIC2012",1.2993,107.1100,1.2115,0.80740,8.6449,7.4593,7.3375,1.2820,1.2381,1.5515,0.8465,"_",25.2900,282.1400,4.0921,"_","_","_",0.6961,4.5443,1.9558,70.5130,2.3173,3.4528,10.0697,1.5868,11.2800,1397.7200,8.1157,7.5245,12519.2400,3.9720,53.0910,39.8650,39.7850,16.6090,2.6951
"12 DIC2012",1.3040,108.1200,1.2109,0.80775,8.6275,7.4604,7.3295,1.2850,1.2358,1.5504,0.8488,"_",25.2650,282.3300,4.0969,"_","_","_",0.6961,4.5268,1.9558,70.7490,2.3198,3.4528,10.1061,1.5926,11.3109,1400.1200,8.1480,7.5225,12558.8200,3.9792,53.5020,39.9645,39.9280,16.6319,2.7112
"13 DIC2012",1.3077,109.1800,1.2090,0.81005,8.7215,7.4610,7.3325,1.2852,1.2391,1.5476,0.8510,"_",25.2890,283.5000,4.0933,"_","_","_",0.6962,4.4915,1.9558,70.9473,2.3280,3.4528,10.1348,1.5962,11.3015,1404.4200,8.1849,7.5185,12598.6200,3.9946,53.7270,40.0900,40.0810,16.6630,2.7126
"14 DIC2012",1.3081,109.5500,1.2089,0.81150,8.7743,7.4613,7.3715,1.2878,1.2429,1.5564,0.8511,"_",25.2310,283.7600,4.0861,"_","_","_",0.6963,4.4720,1.9558,71.2800,2.3306,3.4528,10.1378,1.5980,11.3300,1406.0400,8.1704,7.5230,12609.0200,3.9982,53.7340,40.2507,40.0670,16.7345,2.7244
"17 DIC2012",1.3160,110.3900,1.2082,0.81200,8.7540,7.4613,7.3705,1.2990,1.2494,1.5604,0.8542,"_",25.2220,287.1900,4.0890,"_","_","_",0.6963,4.4647,1.9558,72.2160,2.3472,3.4528,10.1991,1.6062,11.2502,1411.5000,8.2105,7.5335,12686.7200,4.0264,54.0480,40.5650,40.2700,16.8182,2.7501
"18 DIC2012",1.3178,110.5300,1.2080,0.81280,8.7378,7.4603,7.3850,1.2972,1.2512,1.5660,0.8548,"_",25.2000,288.4000,4.0928,"_","_","_",0.6961,4.4700,1.9558,72.2880,2.3476,3.4528,10.2131,1.6053,11.2733,1413.3000,8.2079,7.5380,12707.7100,4.0236,54.0680,40.6850,40.2850,16.7795,2.7595
"19 DIC2012",1.3302,112.3600,1.2096,0.81610,8.6662,7.4608,7.3755,1.3126,1.2667,1.5889,0.8607,"_",25.2540,286.8100,4.0736,"_","_","_",0.6963,4.4755,1.9558,72.5690,2.3682,3.4528,10.3092,1.6212,11.2696,1426.1100,8.2902,7.5355,12836.1900,4.0618,54.4930,40.7900,40.7170,16.8993,2.7678
"20 DIC2012",1.3246,111.5200,1.2079,0.81460,8.6349,7.4612,7.3645,1.3106,1.2632,1.5882,0.8572,"_",25.2280,286.1300,4.0730,"_","_","_",0.6963,4.4743,1.9558,72.6740,2.3670,3.4528,10.2657,1.6148,11.2790,1423.6200,8.2554,7.5333,12786.6100,4.0473,54.4240,40.6570,40.5590,16.9287,2.7308
"21 DIC2012",1.3209,110.9900,1.2077,0.81420,8.5945,7.4612,7.3155,1.3090,1.2662,1.6029,0.8564,"_",25.1890,287.2000,4.0645,"_","_","_",0.6964,4.4473,1.9558,72.7490,2.3709,3.4528,10.2371,1.6126,11.3067,1421.4500,8.2311,7.5370,12758.0900,4.0430,54.3000,40.5950,40.4590,17.0072,2.7360
"24 DIC2012",1.3218,111.6400,1.2070,0.81750,8.6323,7.4616,7.3695,1.3124,1.2715,1.6071,0.8564,"_",25.1270,290.1900,4.0816,"_","_","_",0.6965,4.4181,1.9558,72.6400,2.3769,3.4528,10.2447,1.6129,11.3420,1419.6900,8.2394,7.5440,12762.8600,4.0511,54.3620,40.5030,40.4600,17.0977,2.7487
"25 DIC2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"26 DIC2012","_","_","_","_","_","_","_","_","_","_",0.8564,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"27 DIC2012",1.3266,113.8700,1.2082,0.81990,8.6273,7.4602,7.3760,1.3156,1.2782,1.6183,0.8606,"_",25.1150,291.4300,4.0688,"_","_","_",0.6971,4.4215,1.9558,72.9130,2.3757,3.4528,10.2834,1.6212,11.2774,1422.4200,8.2740,7.5558,12820.4300,4.0598,54.5890,40.3706,40.6600,17.1939,2.7186
"28 DIC2012",1.3183,113.5000,1.2080,0.81695,8.5615,7.4604,7.3375,1.3122,1.2692,1.6053,0.8578,"_",25.1400,290.7900,4.0809,"_","_","_",0.6978,4.4385,1.9558,72.1835,2.3584,3.4528,10.2191,1.6124,11.2211,1407.3700,8.2172,7.5500,12705.2900,4.0357,54.0980,40.2300,40.3530,17.1386,2.6928
"31 DIC2012",1.3194,113.6100,1.2072,0.81610,8.5820,7.4610,7.3483,1.3137,1.2712,1.6045,0.8579,"_",25.1510,292.3000,4.0740,"_","_","_",0.6977,4.4445,1.9558,72.5600,2.3551,3.4528,10.2260,1.6111,11.1727,1406.2300,8.2207,7.5575,12713.9700,4.0347,54.1070,40.3295,40.3470,17.1845,2.7036
"01 ENE2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 ENE2013",1.3262,115.3800,1.2090,0.81400,8.5704,7.4602,7.3175,1.3060,1.2637,1.5859,0.8611,"_",25.2180,291.7100,4.0727,"_","_","_",0.6981,4.4363,1.9558,72.0300,2.3594,3.4528,10.2791,1.6184,11.2388,1409.0500,8.2663,7.5625,12953.9100,4.0255,54.1050,40.0340,40.2370,16.9319,2.7070
"03 ENE2013",1.3102,113.9300,1.2090,0.81075,8.5398,7.4599,7.2915,1.2923,1.2471,1.5728,0.8543,"_",25.2600,291.0900,4.0884,"_","_","_",0.6977,4.4203,1.9558,71.4120,2.3354,3.4528,10.1558,1.6019,11.2507,1392.2100,8.1703,7.5665,12648.6200,3.9719,53.4110,39.6990,39.7910,16.7293,2.6828
"04 ENE2013",1.3012,114.9600,1.2092,0.81230,8.5310,7.4591,7.2990,1.2897,1.2494,1.5806,0.8533,"_",25.3550,290.9500,4.1165,"_","_","_",0.6973,4.4276,1.9558,71.6640,2.3287,3.4528,10.0864,1.6014,11.2597,1384.6700,8.1073,7.5755,12569.5900,3.9657,53.2400,39.6560,39.7000,16.6586,2.6595
"07 ENE2013",1.3039,114.4800,1.2087,0.81170,8.5144,7.4597,7.3060,1.2871,1.2421,1.5614,0.8537,"_",25.5390,291.5700,4.1193,"_","_","_",0.6975,4.4223,1.9558,72.0080,2.3239,3.4528,10.1065,1.6035,11.2074,1386.2900,8.1230,7.5685,12605.2800,3.9684,53.3080,39.6909,39.6910,16.5971,2.6473
"08 ENE2013",1.3086,114.5600,1.2092,0.81450,8.5766,7.4603,7.3255,1.2899,1.2466,1.5660,0.8541,"_",25.5870,292.7000,4.1245,"_","_","_",0.6969,4.4110,1.9558,72.0580,2.3281,3.4528,10.1435,1.6080,11.2239,1390.6300,8.1462,7.5725,12655.0800,3.9817,53.4010,39.6090,39.8340,16.6881,2.6483
"09 ENE2013",1.3056,114.3400,1.2089,0.81505,8.5954,7.4606,7.3250,1.2893,1.2419,1.5579,0.8543,"_",25.5290,290.6600,4.1090,"_","_","_",0.6968,4.4088,1.9558,71.4880,2.3212,3.4528,10.1206,1.6028,11.2095,1385.3300,8.1288,7.5715,12612.5800,3.9682,53.3020,39.7070,39.6510,16.6719,2.6601
"10 ENE2013",1.3113,115.7600,1.2104,0.81720,8.5666,7.4607,7.2980,1.2928,1.2403,1.5550,0.8571,"_",25.6290,291.5900,4.0888,"_","_","_",0.6966,4.3757,1.9558,71.6671,2.3275,3.4528,10.1645,1.6059,11.3378,1389.3800,8.1630,7.5720,12668.6100,3.9727,53.2270,39.7292,39.7320,16.6112,2.6720
"11 ENE2013",1.3274,118.1800,1.2157,0.82320,8.6248,7.4611,7.3490,1.3060,1.2561,1.5801,0.8643,"_",25.6130,296.5600,4.1000,"_","_","_",0.6975,4.3792,1.9558,72.6880,2.3489,3.4528,10.2900,1.6270,11.5471,1401.1200,8.2523,7.5735,12789.6200,4.0101,53.9500,40.2307,40.1800,16.7598,2.7013
"14 ENE2013",1.3341,119.1000,1.2243,0.83120,8.6178,7.4626,7.3625,1.3158,1.2632,1.5860,0.8668,"_",25.6130,297.0800,4.1200,"_","_","_",0.6973,4.3848,1.9558,72.7080,2.3622,3.4528,10.3423,1.6367,11.6094,1409.4900,8.2985,7.5680,12855.8700,4.0250,54.2270,40.3530,40.3430,16.9097,2.7147
"15 ENE2013",1.3327,118.0400,1.2358,0.83025,8.6338,7.4625,7.3995,1.3142,1.2653,1.5886,0.8656,"_",25.6130,294.7200,4.1200,"_","_","_",0.6972,4.3905,1.9558,72.7990,2.3623,3.4528,10.3323,1.6332,11.6870,1408.3600,8.2837,7.5605,12854.2800,4.0114,54.1010,40.3430,40.0080,16.8880,2.7157
"16 ENE2013",1.3277,117.0600,1.2359,0.83010,8.6341,7.4624,7.4200,1.3102,1.2593,1.5826,0.8631,"_",25.5800,294.9900,4.1312,"_","_","_",0.6976,4.3388,1.9558,72.8040,2.3500,3.4528,10.2934,1.6254,11.7330,1406.9000,8.2552,7.5605,12820.1600,4.0090,53.9890,40.3750,39.6450,16.8084,2.7082
"17 ENE2013",1.3368,119.3200,1.2453,0.83410,8.6430,7.4626,7.4055,1.3193,1.2694,1.5921,0.8688,"_",25.5460,293.5800,4.1203,"_","_","_",0.6977,4.3279,1.9558,72.7090,2.3499,3.4528,10.3637,1.6360,11.7323,1412.5400,8.3165,7.5635,12899.6400,4.0311,54.3080,40.4566,39.7970,16.8504,2.7294
"18 ENE2013",1.3324,119.8700,1.2446,0.83720,8.6642,7.4631,7.4600,1.3192,1.2674,1.5931,0.8671,"_",25.6350,292.7400,4.1455,"_","_","_",0.6975,4.3398,1.9558,71.7440,2.3460,3.4528,10.3296,1.6339,11.8544,1410.2800,8.2879,7.5638,12831.1900,4.0140,54.1070,40.3426,39.6260,16.7882,2.7230
"21 ENE2013",1.3323,119.3700,1.2421,0.83900,8.6936,7.4633,7.4440,1.3230,1.2665,1.5925,0.8671,"_",25.6260,292.5500,4.1699,"_","_","_",0.6976,4.3603,1.9558,71.6180,2.3500,3.4528,10.3296,1.6375,11.8266,1417.6400,8.2892,7.5815,12812.2500,4.0434,54.2300,40.3000,39.6230,16.9175,2.7197
"22 ENE2013",1.3317,118.1800,1.2383,0.83965,8.6909,7.4636,7.4420,1.3242,1.2613,1.5837,0.8664,"_",25.6130,294.3200,4.1737,"_","_","_",0.6978,4.3572,1.9558,71.5390,2.3593,3.4528,10.3244,1.6344,11.7943,1416.2600,8.2840,7.5833,12823.7900,4.0517,54.0960,40.2588,39.6050,16.9153,2.7279
"23 ENE2013",1.3330,117.9800,1.2385,0.84070,8.6909,7.4629,7.4015,1.3222,1.2635,1.5827,0.8673,"_",25.5970,294.5700,4.1638,"_","_","_",0.6979,4.3755,1.9558,71.4590,2.3591,3.4528,10.3351,1.6347,11.9650,1421.9000,8.2891,7.5790,12832.9000,4.0569,54.2010,40.2314,39.7100,16.8538,2.7205
"24 ENE2013",1.3349,119.7300,1.2417,0.84390,8.6879,7.4620,7.4135,1.3374,1.2737,1.5881,0.8700,"_",25.5970,294.9000,4.1909,"_","_","_",0.6985,4.3685,1.9558,71.7580,2.3661,3.4528,10.3497,1.6393,12.0664,1426.7000,8.3069,7.5743,12847.9400,4.0682,54.2050,40.2012,39.7800,16.9385,2.7171
"25 ENE2013",1.3469,122.7100,1.2444,0.85140,8.6889,7.4626,7.4240,1.3553,1.2917,1.6099,0.8768,"_",25.6050,297.8900,4.1769,"_","_","_",0.6987,4.3633,1.9558,72.4630,2.3787,3.4528,10.4440,1.6586,12.1300,1451.1500,8.3790,7.5813,12999.3100,4.1114,54.8210,40.4430,40.3040,17.0448,2.7339
"28 ENE2013",1.3444,122.2100,1.2472,0.85450,8.6583,7.4605,7.4420,1.3562,1.2930,1.6210,0.8752,"_",25.6900,298.4000,4.1989,"_","_","_",0.6987,4.3963,1.9558,72.4830,2.3734,3.4528,10.4295,1.6646,12.0906,1466.5300,8.3717,7.5878,13011.5900,4.0950,55.0910,40.5020,40.2780,17.1653,2.7361
"29 ENE2013",1.3433,121.5200,1.2416,0.85360,8.6110,7.4595,7.4110,1.3510,1.2860,1.6072,0.8742,"_",25.6590,297.4000,4.2090,"_","_","_",0.6991,4.3835,1.9558,72.1960,2.3805,3.4528,10.4223,1.6629,12.1785,1458.0300,8.3659,7.5870,13003.2500,4.1421,54.8360,40.4900,40.0980,17.1112,2.6773
"30 ENE2013",1.3541,123.5500,1.2392,0.85830,8.6117,7.4609,7.4350,1.3573,1.2996,1.6262,0.8789,"_",25.6520,296.0800,4.1988,"_","_","_",0.6991,4.3848,1.9558,72.1600,2.3959,3.4528,10.5063,1.6737,12.2576,1472.5600,8.4239,7.5940,13199.0100,4.1756,55.0440,40.6344,40.2840,17.2154,2.6929
"31 ENE2013",1.3550,123.3200,1.2342,0.85700,8.6325,7.4613,7.4350,1.3577,1.3009,1.6164,0.8791,"_",25.6190,292.2700,4.1945,"_","_","_",0.6995,4.3843,1.9558,72.1200,2.3876,3.4528,10.5106,1.6768,12.1048,1472.1000,8.4267,7.5940,13141.2800,4.2086,55.1160,40.7765,40.4200,17.2173,2.6892
"01 FEB2013",1.3644,125.7800,1.2351,0.86170,8.6022,7.4602,7.4275,1.3637,1.3132,1.6191,0.8836,"_",25.6380,292.3700,4.1792,"_","_","_",0.7003,4.3750,1.9558,72.5830,2.3936,3.4528,10.5847,1.6934,12.2120,1493.9400,8.4965,7.5915,13251.5400,4.2452,55.5020,40.9094,40.6590,17.3704,2.7089
"04 FEB2013",1.3552,125.6300,1.2350,0.86190,8.5823,7.4599,7.4275,1.3509,1.2990,1.6002,0.8809,"_",25.6690,293.2300,4.1640,"_","_","_",0.7003,4.3720,1.9558,72.1980,2.3790,3.4528,10.5081,1.6781,12.1188,1478.0200,8.4482,7.5915,13112.8200,4.2080,55.0000,40.6490,40.3440,17.1751,2.6975
"05 FEB2013",1.3537,126.3300,1.2299,0.85990,8.5632,7.4595,7.4140,1.3511,1.3030,1.6074,0.8801,"_",25.6470,292.3300,4.1815,"_","_","_",0.6999,4.3767,1.9558,71.9290,2.3837,3.4528,10.4965,1.6762,12.0170,1472.4900,8.4341,7.5910,13094.5800,4.1908,55.0220,40.6480,40.2730,17.1341,2.6934
